symbol,direction,entry_date,entry_price,exit_date,exit_price,stop_loss,take_profit,exit_reason,profit_pct,profit_usd,duration_days
DE,SHORT,2023-03-28 04:00:00+00:00,395.35,2023-03-31 04:00:00+00:00,412.88,423.50495714285717,376.5800285714286,end_of_period,-4.434045782218281,-443.40457822182805,4
EOG,LONG,2023-03-09 05:00:00+00:00,115.0,2023-03-20 04:00:00+00:00,105.45,103.31397142857143,122.79068571428571,signal,-8.304347826086953,-830.4347826086954,11
EOG,SHORT,2023-03-20 04:00:00+00:00,105.45,2023-03-23 04:00:00+00:00,104.78,121.43712857142857,94.79191428571428,signal,0.6353722143195843,63.537221431958436,4
EOG,LONG,2023-03-23 04:00:00+00:00,104.78,2023-03-27 04:00:00+00:00,108.38,90.27787142857143,114.44808571428571,signal,3.435770185149832,343.5770185149832,5
EOG,SHORT,2023-03-27 04:00:00+00:00,108.38,2023-03-31 04:00:00+00:00,114.63,119.85071428571428,100.73285714285714,end_of_period,-5.766746632219967,-576.6746632219968,5
CVX,LONG,2023-03-09 05:00:00+00:00,160.51,2023-03-14 04:00:00+00:00,160.76,149.67575714285712,167.73282857142857,signal,0.15575353560525826,15.575353560525825,5
CVX,SHORT,2023-03-14 04:00:00+00:00,160.76,2023-03-15 04:00:00+00:00,153.8,175.54999999999998,150.9,signal,4.329435182881301,432.9435182881301,2
CVX,LONG,2023-03-15 04:00:00+00:00,153.8,2023-03-20 04:00:00+00:00,154.58,136.54142857142858,165.3057142857143,signal,0.5071521456436938,50.71521456436938,6
CVX,SHORT,2023-03-20 04:00:00+00:00,154.58,2023-03-23 04:00:00+00:00,154.52,172.9507142857143,142.33285714285716,signal,0.03881485315047371,3.8814853150473714,4
CVX,LONG,2023-03-23 04:00:00+00:00,154.52,2023-03-27 04:00:00+00:00,157.65,138.10142857142858,165.46571428571428,signal,2.0256277504530127,202.56277504530127,5
CVX,SHORT,2023-03-27 04:00:00+00:00,157.65,2023-03-31 04:00:00+00:00,163.16,171.1992857142857,148.61714285714288,end_of_period,-3.4950840469394167,-349.50840469394166,5
XLU,LONG,2023-03-09 05:00:00+00:00,65.45,2023-03-14 04:00:00+00:00,66.27,61.71928571428572,67.93714285714286,signal,1.2528647822765364,125.28647822765365,5
XLU,SHORT,2023-03-14 04:00:00+00:00,66.27,2023-03-20 04:00:00+00:00,67.0,70.69714285714285,63.31857142857143,signal,-1.1015542477742628,-110.15542477742629,7
XLU,LONG,2023-03-20 04:00:00+00:00,67.0,2023-03-24 04:00:00+00:00,65.69,62.42285714285715,70.05142857142857,signal,-1.9552238805970183,-195.52238805970185,5
